大富翁数据中心_市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,rb1605,2016-03-07 23:58:11.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194355,0
sc,rb1605,2016-03-07 23:58:17.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194355,0
sc,rb1605,2016-03-07 23:58:26.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194343,0
sc,rb1605,2016-03-07 23:58:29.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194343,0
sc,rb1605,2016-03-07 23:58:31.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194443,0
sc,rb1605,2016-03-07 23:58:35.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194442,0
sc,rb1605,2016-03-07 23:58:53.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194473,0
sc,rb1605,2016-03-07 23:59:02.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194475,0
sc,rb1605,2016-03-07 23:59:02.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194477,0
sc,rb1605,2016-03-07 23:59:37.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194477,0
sc,rb1605,2016-03-07 23:59:44.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194377,0
sc,rb1605,2016-03-07 23:59:44.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194362,0
sc,rb1605,2016-03-07 23:59:46.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194364,0
sc,rb1605,2016-03-07 23:59:53.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194364,0
sc,rb1605,2016-03-08 00:00:11.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194365,0
sc,rb1605,2016-03-08 00:00:11.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194367,0
sc,rb1605,2016-03-08 00:00:20.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194366,0
sc,rb1605,2016-03-08 00:00:23.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194367,0
sc,rb1605,2016-03-08 00:00:24.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194362,0
sc,rb1605,2016-03-08 00:00:32.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194362,0
sc,rb1605,2016-03-08 00:00:33.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194360,0
sc,rb1605,2016-03-08 00:00:34.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194361,0
sc,rb1605,2016-03-08 00:00:36.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194361,0
sc,rb1605,2016-03-08 00:00:42.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194856,0
sc,rb1605,2016-03-08 00:00:45.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194356,0
sc,rb1605,2016-03-08 00:00:49.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194356,0
sc,rb1605,2016-03-08 00:00:52.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194357,0
sc,rb1605,2016-03-08 00:00:55.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194355,0
sc,rb1605,2016-03-08 00:01:03.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194380,0
sc,rb1605,2016-03-08 00:01:08.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194379,0
sc,rb1605,2016-03-08 00:01:08.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194378,0
sc,rb1605,2016-03-08 00:01:40.000,2194.0000,1722760,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,194377,0
sc,rb1605,2016-03-08 00:01:40.500,2194.0000,1722722,-38,921480.0000,42.0000,2,40,空平,B,2194.0000,0.0000,194385,0
sc,rb1605,2016-03-08 00:01:41.000,2194.0000,1722714,-8,175520.0000,8.0000,0,8,双平,B,2194.0000,0.0000,194381,0
sc,rb1605,2016-03-08 00:01:45.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194380,0
sc,rb1605,2016-03-08 00:01:52.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194372,0
sc,rb1605,2016-03-08 00:01:54.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194371,0
sc,rb1605,2016-03-08 00:01:58.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194379,0
sc,rb1605,2016-03-08 00:02:00.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194370,0
sc,rb1605,2016-03-08 00:02:01.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194378,0
sc,rb1605,2016-03-08 00:02:02.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194370,0
sc,rb1605,2016-03-08 00:02:03.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194372,0
sc,rb1605,2016-03-08 00:02:03.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194380,0
sc,rb1605,2016-03-08 00:02:05.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194381,0
sc,rb1605,2016-03-08 00:02:08.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194376,0
sc,rb1605,2016-03-08 00:02:15.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194368,0
sc,rb1605,2016-03-08 00:02:16.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194376,0
sc,rb1605,2016-03-08 00:02:18.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194368,0
sc,rb1605,2016-03-08 00:02:19.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194376,0
sc,rb1605,2016-03-08 00:02:20.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194375,0
sc,rb1605,2016-03-08 00:02:23.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194375,0
sc,rb1605,2016-03-08 00:02:26.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194375,0
sc,rb1605,2016-03-08 00:02:43.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194374,0
sc,rb1605,2016-03-08 00:02:44.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194392,0
sc,rb1605,2016-03-08 00:02:45.000,2194.0000,1722714,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,194391,0
sc,rb1605,2016-03-08 00:02:45.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194359,0
sc,rb1605,2016-03-08 00:02:46.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194359,0
sc,rb1605,2016-03-08 00:02:49.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194359,0
sc,rb1605,2016-03-08 00:02:50.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194337,0
sc,rb1605,2016-03-08 00:02:55.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194357,0
sc,rb1605,2016-03-08 00:03:01.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194358,0
sc,rb1605,2016-03-08 00:03:02.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194358,0
sc,rb1605,2016-03-08 00:03:05.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194359,0
sc,rb1605,2016-03-08 00:03:15.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194359,0
sc,rb1605,2016-03-08 00:03:21.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194358,0
sc,rb1605,2016-03-08 00:03:26.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194338,0
sc,rb1605,2016-03-08 00:03:33.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194336,0
sc,rb1605,2016-03-08 00:03:39.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194336,0
sc,rb1605,2016-03-08 00:03:53.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194337,0
sc,rb1605,2016-03-08 00:03:55.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194372,0
sc,rb1605,2016-03-08 00:03:55.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194371,0
sc,rb1605,2016-03-08 00:03:58.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194371,0
sc,rb1605,2016-03-08 00:04:22.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194372,0
sc,rb1605,2016-03-08 00:04:24.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194372,0
sc,rb1605,2016-03-08 00:04:25.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194371,0
sc,rb1605,2016-03-08 00:04:28.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194370,0
sc,rb1605,2016-03-08 00:04:32.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194368,0
sc,rb1605,2016-03-08 00:04:35.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194367,0
sc,rb1605,2016-03-08 00:04:35.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194367,0
sc,rb1605,2016-03-08 00:04:46.500,2194.0000,1722714,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,194366,0
sc,rb1605,2016-03-08 00:04:49.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194364,0
sc,rb1605,2016-03-08 00:04:51.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194366,0
sc,rb1605,2016-03-08 00:04:57.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194370,0
sc,rb1605,2016-03-08 00:05:01.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194370,0
sc,rb1605,2016-03-08 00:05:02.000,2194.0000,1722714,0,5528880.0000,252.0000,126,126,多换,B,2194.0000,0.0000,194244,0
sc,rb1605,2016-03-08 00:05:03.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194226,0
sc,rb1605,2016-03-08 00:05:06.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194228,0
sc,rb1605,2016-03-08 00:05:08.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194230,0
sc,rb1605,2016-03-08 00:05:09.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194230,0
sc,rb1605,2016-03-08 00:05:10.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194231,0
sc,rb1605,2016-03-08 00:05:16.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194232,0
sc,rb1605,2016-03-08 00:05:19.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194232,0
sc,rb1605,2016-03-08 00:05:24.500,2194.0000,1722714,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,194231,0
sc,rb1605,2016-03-08 00:05:28.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194230,0
sc,rb1605,2016-03-08 00:05:30.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194229,0
sc,rb1605,2016-03-08 00:05:32.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194229,0
sc,rb1605,2016-03-08 00:05:35.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194231,0
sc,rb1605,2016-03-08 00:05:41.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194232,0
sc,rb1605,2016-03-08 00:05:42.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194230,0
sc,rb1605,2016-03-08 00:05:43.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194230,0
sc,rb1605,2016-03-08 00:05:50.000,2194.0000,1722714,0,351040.0000,16.0000,8,8,多换,B,2194.0000,0.0000,194222,0
sc,rb1605,2016-03-08 00:05:57.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194222,0
sc,rb1605,2016-03-08 00:05:58.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194223,0
sc,rb1605,2016-03-08 00:05:58.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194273,0
sc,rb1605,2016-03-08 00:06:03.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194272,0
sc,rb1605,2016-03-08 00:06:07.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194222,0
sc,rb1605,2016-03-08 00:06:18.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194322,0
sc,rb1605,2016-03-08 00:06:18.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194323,0
sc,rb1605,2016-03-08 00:06:20.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194324,0
sc,rb1605,2016-03-08 00:06:28.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194325,0
sc,rb1605,2016-03-08 00:06:30.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194323,0
sc,rb1605,2016-03-08 00:06:33.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194321,0
sc,rb1605,2016-03-08 00:06:33.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194324,0
sc,rb1605,2016-03-08 00:06:41.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194324,0
sc,rb1605,2016-03-08 00:06:43.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194323,0
sc,rb1605,2016-03-08 00:06:44.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194373,0
sc,rb1605,2016-03-08 00:06:45.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194375,0
sc,rb1605,2016-03-08 00:06:51.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194393,0
sc,rb1605,2016-03-08 00:06:53.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194383,0
sc,rb1605,2016-03-08 00:06:55.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194385,0
sc,rb1605,2016-03-08 00:07:00.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194335,0
sc,rb1605,2016-03-08 00:07:01.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194336,0
sc,rb1605,2016-03-08 00:07:04.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194337,0
sc,rb1605,2016-03-08 00:07:07.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194339,0
sc,rb1605,2016-03-08 00:07:11.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194344,0
sc,rb1605,2016-03-08 00:07:12.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194344,0
sc,rb1605,2016-03-08 00:07:19.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194326,0
sc,rb1605,2016-03-08 00:07:20.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194325,0
sc,rb1605,2016-03-08 00:07:27.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194324,0
sc,rb1605,2016-03-08 00:07:45.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194325,0
sc,rb1605,2016-03-08 00:07:46.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194323,0
sc,rb1605,2016-03-08 00:07:58.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194326,0
sc,rb1605,2016-03-08 00:08:00.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194327,0
sc,rb1605,2016-03-08 00:08:03.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194329,0
sc,rb1605,2016-03-08 00:08:06.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194329,0
sc,rb1605,2016-03-08 00:08:10.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194331,0
sc,rb1605,2016-03-08 00:08:14.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194330,0
sc,rb1605,2016-03-08 00:08:29.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194333,0
sc,rb1605,2016-03-08 00:08:45.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194338,0
sc,rb1605,2016-03-08 00:08:50.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194337,0
sc,rb1605,2016-03-08 00:08:57.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194336,0
sc,rb1605,2016-03-08 00:09:08.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194331,0
sc,rb1605,2016-03-08 00:09:22.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194336,0
sc,rb1605,2016-03-08 00:09:33.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194334,0
sc,rb1605,2016-03-08 00:09:36.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194274,0
sc,rb1605,2016-03-08 00:09:41.500,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194324,0
sc,rb1605,2016-03-08 00:09:47.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194324,0
sc,rb1605,2016-03-08 00:09:52.000,2194.0000,1722714,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194274,0
sc,rb1605,2016-03-08 00:10:06.500,2194.0000,1722712,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,194273,0
sc,rb1605,2016-03-08 00:10:07.000,2194.0000,1722712,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194399,0
sc,rb1605,2016-03-08 00:10:09.000,2194.0000,1722710,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,194398,0
sc,rb1605,2016-03-08 00:10:18.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194394,0
sc,rb1605,2016-03-08 00:10:20.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194393,0
sc,rb1605,2016-03-08 00:10:21.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194417,0
sc,rb1605,2016-03-08 00:10:24.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194417,0
sc,rb1605,2016-03-08 00:10:38.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194417,0
sc,rb1605,2016-03-08 00:10:39.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194418,0
sc,rb1605,2016-03-08 00:10:41.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194418,0
sc,rb1605,2016-03-08 00:10:42.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194424,0
sc,rb1605,2016-03-08 00:10:42.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194423,0
sc,rb1605,2016-03-08 00:10:44.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194423,0
sc,rb1605,2016-03-08 00:10:50.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194473,0
sc,rb1605,2016-03-08 00:10:52.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194473,0
sc,rb1605,2016-03-08 00:10:53.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194423,0
sc,rb1605,2016-03-08 00:10:54.500,2194.0000,1722710,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,194422,0
sc,rb1605,2016-03-08 00:10:55.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194472,0
sc,rb1605,2016-03-08 00:10:55.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194472,0
sc,rb1605,2016-03-08 00:10:56.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194422,0
sc,rb1605,2016-03-08 00:10:57.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194423,0
sc,rb1605,2016-03-08 00:11:03.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194425,0
sc,rb1605,2016-03-08 00:11:03.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194424,0
sc,rb1605,2016-03-08 00:11:05.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194424,0
sc,rb1605,2016-03-08 00:11:06.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194428,0
sc,rb1605,2016-03-08 00:11:07.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194427,0
sc,rb1605,2016-03-08 00:11:08.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194428,0
sc,rb1605,2016-03-08 00:11:22.000,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194427,0
sc,rb1605,2016-03-08 00:11:27.500,2194.0000,1722710,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194428,0
sc,rb1605,2016-03-08 00:11:36.500,2194.0000,1722708,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,194427,0
sc,rb1605,2016-03-08 00:11:38.000,2194.0000,1722706,-2,87760.0000,4.0000,1,3,空平,B,2194.0000,0.0000,194425,0
sc,rb1605,2016-03-08 00:11:40.500,2194.0000,1722706,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194459,0
sc,rb1605,2016-03-08 00:11:41.500,2194.0000,1722704,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,194458,0
sc,rb1605,2016-03-08 00:11:45.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194460,0
sc,rb1605,2016-03-08 00:11:46.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194443,0
sc,rb1605,2016-03-08 00:11:48.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194444,0
sc,rb1605,2016-03-08 00:11:53.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194445,0
sc,rb1605,2016-03-08 00:11:56.000,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194446,0
sc,rb1605,2016-03-08 00:12:01.000,2194.0000,1722704,0,87760.0000,4.0000,2,2,多换,B,2194.0000,0.0000,194444,0
sc,rb1605,2016-03-08 00:12:05.000,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194443,0
sc,rb1605,2016-03-08 00:12:06.000,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194443,0
sc,rb1605,2016-03-08 00:12:07.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194442,0
sc,rb1605,2016-03-08 00:12:10.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194432,0
sc,rb1605,2016-03-08 00:12:12.000,2194.0000,1722704,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,194430,0
sc,rb1605,2016-03-08 00:12:14.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194430,0
sc,rb1605,2016-03-08 00:12:20.000,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194438,0
sc,rb1605,2016-03-08 00:12:25.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194441,0
sc,rb1605,2016-03-08 00:12:29.000,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194433,0
sc,rb1605,2016-03-08 00:12:29.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194433,0
sc,rb1605,2016-03-08 00:12:32.500,2194.0000,1722704,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194433,0
